generation_id,created_at,cost_total,cost_web_search,cost_cache,cost_file_processing,byok_usage_inference,tokens_prompt,tokens_completion,tokens_reasoning,tokens_cached,model_permaslug,provider_name,variant,cancelled,streamed,user,finish_reason_raw,finish_reason_normalized,generation_time_ms,time_to_first_token_ms,app_name,api_key_name,api_key_disabled
gen-1779201776-qFOf8lIoKw9kc4bpNg8C,2026-05-19 14:42:56.512,0.051284,,-0.000385,,0,30155,550,41,256,deepseek/deepseek-v4-pro-20260423,SiliconFlow,standard,false,true,,tool_calls,tool_calls,22619,3742,Kilo Code,M1,false
gen-1779201772-qh8XyOfnuPlcwLIuLkIB,2026-05-19 14:42:52.801,0.003171,,-0.010209,,0,7720,185,15,6784,deepseek/deepseek-v4-pro-20260423,SiliconFlow,standard,false,true,,tool_calls,tool_calls,7082,1303,Kilo Code,M1,false
gen-1779201770-rfcAWRBtvf1p49W9uvWy,2026-05-19 14:42:50.157,0.009195,,-0.015025,,0,13773,430,45,9984,deepseek/deepseek-v4-pro-20260423,SiliconFlow,standard,false,true,,tool_calls,tool_calls,16502,1893,Kilo Code,M1,false
gen-1779201765-IHSS7yjPKtFKpKkJfmxu,2026-05-19 14:42:45.935,0.013669,,-0.010209,,0,13348,533,34,6784,deepseek/deepseek-v4-pro-20260423,SiliconFlow,standard,false,true,,tool_calls,tool_calls,19827,1884,Kilo Code,M1,false
gen-1779201762-ZXGY9q24apSBn1WhQ7tj,2026-05-19 14:42:42.848,0.012229,,-0.000385,,0,7171,225,20,256,deepseek/deepseek-v4-pro-20260423,SiliconFlow,standard,false,true,,tool_calls,tool_calls,9747,1911,Kilo Code,M1,false
gen-1779201758-MJoUMtygyyedrOTCqcUO,2026-05-19 14:42:38.633,0.012549,,-0.000385,,0,6892,449,40,256,deepseek/deepseek-v4-pro-20260423,SiliconFlow,standard,false,true,,tool_calls,tool_calls,17571,2181,Kilo Code,M1,false
gen-1779201758-q7jpTCHHsOnoMj9U7SVt,2026-05-19 14:42:38.338,0.017889,,-0.000385,,0,9924,546,52,256,deepseek/deepseek-v4-pro-20260423,SiliconFlow,standard,false,true,,tool_calls,tool_calls,20526,1795,Kilo Code,M1,false
gen-1779201754-4Z3iU7qdpgHPwcYHwM6q,2026-05-19 14:42:34.439,0.011549,,-0.000385,,0,6902,157,43,256,deepseek/deepseek-v4-pro-20260423,SiliconFlow,standard,false,true,,tool_calls,tool_calls,8199,2072,Kilo Code,M1,false
gen-1779201754-bdcEfaxudPfx2kHy5eYY,2026-05-19 14:42:34.258,0.016694,,-0.000385,,0,9801,261,29,256,deepseek/deepseek-v4-pro-20260423,SiliconFlow,standard,false,true,,tool_calls,tool_calls,11396,2448,Kilo Code,M1,false
gen-1779201749-LnQZxT15R7NpdQLMC3qT,2026-05-19 14:42:29.808,0.011664,,-0.000385,,0,6915,184,44,256,deepseek/deepseek-v4-pro-20260423,SiliconFlow,standard,false,true,,tool_calls,tool_calls,8214,1808,Kilo Code,M1,false
gen-1779201748-tVykPINiXjAAfgkuAnzl,2026-05-19 14:42:28.174,0.017249,,-0.000385,,0,9458,583,59,256,deepseek/deepseek-v4-pro-20260423,SiliconFlow,standard,false,true,,tool_calls,tool_calls,21763,1768,Kilo Code,M1,false
gen-1779201744-fCPoFU7ujUXQL4ZovqVl,2026-05-19 14:42:24.753,0.011756,,-0.000385,,0,6920,208,78,256,deepseek/deepseek-v4-pro-20260423,SiliconFlow,standard,false,true,,tool_calls,tool_calls,9245,1980,Kilo Code,M1,false
gen-1779201739-NLCKBkR0HmwoIiwWpze7,2026-05-19 14:42:19.494,0.01168,,-0.000385,,0,6916,188,74,256,deepseek/deepseek-v4-pro-20260423,SiliconFlow,standard,false,true,,tool_calls,tool_calls,8360,1791,Kilo Code,M1,false
gen-1779201730-xfx0jBV0DLAitC2OjFE6,2026-05-19 14:42:10.720,0.004734,,-0.017144,,0,11649,764,21,11392,deepseek/deepseek-v4-pro-20260423,SiliconFlow,standard,false,true,,tool_calls,tool_calls,28094,1762,Kilo Code,M1,false
gen-1779201721-omzhNvtmYBxRJgxUlYs1,2026-05-19 14:42:01.023,0.018853,,-0.000385,,0,11196,220,79,256,deepseek/deepseek-v4-pro-20260423,SiliconFlow,standard,false,true,,tool_calls,tool_calls,9280,2372,Kilo Code,M1,false
gen-1779201721-EAdxo0YW2bDvubN1K1Z4,2026-05-19 14:42:01.006,0.000501,,,,0,833,160,156,0,deepseek/deepseek-v4-pro-20260423,DeepSeek,standard,false,true,,stop,stop,6689,1248,Kilo Code,M1,false
gen-emb-1779195610-k3nTk6ETgM6F9t4WZZ6l,2026-05-19 13:00:09.798,0,,,,0,1,,,,openai/text-embedding-3-small,OpenAI,standard,false,false,,,,0,344,Roo Code,OpenRouterFree,false
gen-emb-1779188282-LiCvSIbPMHFhhVQ86pdf,2026-05-19 10:58:01.792,0,,,,0,1,,,,openai/text-embedding-3-small,OpenAI,standard,false,false,,,,0,340,Roo Code,OpenRouterFree,false
