generation_id,created_at,cost_total,cost_web_search,cost_cache,cost_file_processing,byok_usage_inference,tokens_prompt,tokens_completion,tokens_reasoning,tokens_cached,model_permaslug,provider_name,variant,cancelled,streamed,user,finish_reason_raw,finish_reason_normalized,generation_time_ms,time_to_first_token_ms,app_name,api_key_name,api_key_disabled
gen-1786815166-yerN8R4730Zgo0Ujgisr,2026-08-15 17:32:46.357,0.000834,,-0.005963,,0,54086,341,105,53248,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,2868,1187,OpenCode,M1,false
gen-1786815164-yAk3MtP0FCML4ZaeXEVX,2026-08-15 17:32:44.039,0.000846,,-0.005849,,0,53933,91,0,52224,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,2094,2066,OpenCode,M1,false
gen-1786815156-UXOhCCsQPbKbE0kKmWw9,2026-08-15 17:32:36.587,0.000928,,-0.00582,,0,52714,1197,45,51968,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,7059,1904,OpenCode,M1,false
gen-1786815154-jTTH3fWkyuBvctWxBa65,2026-08-15 17:32:34.343,0.000966,,-0.00539,,0,52223,185,100,48128,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,1968,1296,OpenCode,M1,false
gen-1786815131-UKw2uZMPFKWMPaE8GsHf,2026-08-15 17:32:11.665,0.001202,,-0.005304,,0,48964,3229,2009,47360,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,22387,1396,OpenCode,M1,false
gen-1786815125-ZpOKza8EcOznrEhyhOEk,2026-08-15 17:32:05.268,0.000391,,-0.001949,,0,19312,159,80,17408,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,stop,stop,2284,1283,OpenCode,M1,false
gen-1786815122-lWNLPBMSMpAYjUGVYxXF,2026-08-15 17:32:02.569,0.000919,,-0.00516,,0,47539,1368,1087,46080,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,8768,1501,OpenCode,M1,false
gen-1786815122-EENiLS6ifyvXF5w1AGXZ,2026-08-15 17:32:02.331,0.000468,,-0.001605,,0,17637,327,201,14336,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,2649,1404,OpenCode,M1,false
gen-1786815119-4XcpWQ7jtHNUIBzPQXxM,2026-08-15 17:31:59.320,0.000777,,-0.005074,,0,46851,367,100,45312,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,2951,1517,OpenCode,M1,false
gen-1786815119-SksYlvP3dO8EAMzjpby7,2026-08-15 17:31:59.248,0.000261,,-0.001662,,0,15184,256,156,14848,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,2907,1083,OpenCode,M1,false
gen-1786815117-RnuL6kBfHIQMKW3XxFNF,2026-08-15 17:31:57.149,0.000266,,-0.001605,,0,15002,173,37,14336,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,1933,897,OpenCode,M1,false
gen-1786815115-971A0ISByCYqeUyYLckr,2026-08-15 17:31:55.405,0.000361,,-0.001376,,0,14875,115,16,12288,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,1457,1404,OpenCode,M1,false
gen-1786815112-eGISRHeIL8K4n2fxpDt9,2026-08-15 17:31:52.768,0.0008,,-0.005046,,0,45689,1013,737,45056,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,6353,1447,OpenCode,M1,false
gen-1786815111-FlZAILPkKtS1wo1eJCIn,2026-08-15 17:31:51.564,0.000912,,-0.000229,,0,14576,179,17,2048,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,3523,2791,OpenCode,M1,false
gen-1786815110-gBZxPjMRIOZGI8GIj2ph,2026-08-15 17:31:50.352,0.000762,,-0.004816,,0,45323,102,0,43008,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,2243,2120,OpenCode,M1,false
gen-1786815109-CMRcuSYF4IpTo9tJwF94,2026-08-15 17:31:49.958,0.000801,,-0.000114,,0,12343,80,32,1024,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,1317,1295,OpenCode,M1,false
gen-1786815109-3QXv8S2bnAMNOIJGY7WQ,2026-08-15 17:31:49.821,0.000136,,-0.000057,,0,1481,461,454,512,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,stop,stop,3298,1248,OpenCode,M1,false
gen-1786815100-6f10y8zpA9mRVVPb7O19,2026-08-15 17:31:40.160,0.000956,,-0.004587,,0,43917,1394,1292,40960,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,9991,1397,OpenCode,M1,false
gen-1786815092-qiLEnNAGspD6HppjUxgw,2026-08-15 17:31:32.457,0.000934,,-0.004214,,0,41309,1213,1025,37632,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,7485,1412,OpenCode,M1,false
gen-1786815090-1zqwxjVGssb0P9rGQeNt,2026-08-15 17:31:30.092,0.00063,,-0.004042,,0,37686,188,93,36096,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,2114,1493,OpenCode,M1,false
gen-1786815087-5YaUpjUSGjPonoMliPsG,2026-08-15 17:31:27.308,0.000617,,-0.003899,,0,36118,370,149,34816,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,2569,1273,OpenCode,M1,false
gen-1786815084-9Srpm7q4cWJyG0EYZuCV,2026-08-15 17:31:24.572,0.000601,,-0.003784,,0,35547,124,0,33792,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,2591,1825,OpenCode,M1,false
gen-1786815082-fUV1ptqRkIbZ8gfm1FFV,2026-08-15 17:31:22.126,0.000665,,-0.003555,,0,34532,283,140,31744,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,2246,1128,OpenCode,M1,false
gen-1786815079-fDZIR4y1WDl3oNRRP6xB,2026-08-15 17:31:19.364,0.00058,,-0.00344,,0,32198,420,70,30720,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,2465,1056,OpenCode,M1,false
gen-1786815077-onbmUi8dzgItNQfDc1yi,2026-08-15 17:31:17.164,0.000504,,-0.00344,,0,31479,227,0,30720,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,1711,1086,OpenCode,M1,false
gen-1786815072-CkWQtLazWfTULez1nVH3,2026-08-15 17:31:12.065,0.000622,,-0.003211,,0,30895,557,389,28672,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,4845,1078,OpenCode,M1,false
gen-1786815068-tN7wwh6PSoMnu6ffL3wh,2026-08-15 17:31:08.497,0.000463,,-0.003125,,0,28757,164,70,27904,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,1756,1120,OpenCode,M1,false
gen-1786815064-5eC5fPWebV02j9V6YCi6,2026-08-15 17:31:04.245,0.000492,,-0.003096,,0,28127,582,258,27648,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,4084,1250,OpenCode,M1,false
gen-1786815062-Ca7LQwxA4Tj8Yk51osww,2026-08-15 17:31:02.146,0.000419,,-0.003067,,0,27766,130,0,27392,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,1548,1274,OpenCode,M1,false
gen-1786815059-MB6dMHZmMs33iLuAYciX,2026-08-15 17:30:59.839,0.000426,,-0.003039,,0,27572,176,0,27136,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,2024,1658,OpenCode,M1,false
gen-1786815057-gWT3G3Do2dkbnYeVmUBZ,2026-08-15 17:30:57.527,0.00044,,-0.002981,,0,27277,225,57,26624,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,2100,1170,OpenCode,M1,false
gen-1786815055-M7VMEUONlbFq5EzJjdgW,2026-08-15 17:30:55.236,0.000416,,-0.002953,,0,26762,200,0,26368,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,2068,1303,OpenCode,M1,false
gen-1786815052-FUWE6ZVn6di3BArjY2uh,2026-08-15 17:30:52.628,0.000436,,-0.002895,,0,26455,296,86,25856,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,2364,1155,OpenCode,M1,false
gen-1786815048-bvERvfIM81frxvnDxUcj,2026-08-15 17:30:48.517,0.000414,,-0.002867,,0,26014,257,27,25600,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,3943,1829,OpenCode,M1,false
gen-1786815045-0E8dX869q6PLJVlTkLTm,2026-08-15 17:30:45.853,0.000568,,-0.002523,,0,25638,335,111,22528,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,2425,923,OpenCode,M1,false
gen-1786815041-fOBc3ZQCXDqeYNCLOY56,2026-08-15 17:30:41.961,0.000553,,-0.002179,,0,22619,509,175,19456,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,3636,1165,OpenCode,M1,false
gen-1786815039-OK4M0D1piXJ16Y3frftQ,2026-08-15 17:30:39.994,0.000372,,-0.002064,,0,19773,203,85,18432,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,1792,997,OpenCode,M1,false
gen-1786815037-mrv0Rj9rGTHYwKPEg5G6,2026-08-15 17:30:37.489,0.000461,,-0.00172,,0,18561,224,100,15360,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,2223,1349,OpenCode,M1,false
gen-1786815036-9QwNE8mG0OYLrRl1e2xX,2026-08-15 17:30:36.075,0.001089,,-0.008257,,0,74526,169,0,73728,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,stop,stop,2849,2051,OpenCode,M1,false
gen-1786815035-bcuJlOXEcai9mIRPm4Rg,2026-08-15 17:30:35.231,0.000429,,-0.001376,,0,15562,266,85,12288,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,1928,1001,OpenCode,M1,false
gen-1786815032-LmThBJzx70WpXH9qGGhZ,2026-08-15 17:30:32.938,0.001082,,-0.008257,,0,74207,276,63,73728,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,2899,2002,OpenCode,M1,false
gen-1786815032-GGK6qGTkxId51Dz8LeHV,2026-08-15 17:30:32.888,0.000877,,-0.000114,,0,13087,264,132,1024,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,2079,793,OpenCode,M1,false
gen-1786815032-56PmXaVfBkGKirZRfmKi,2026-08-15 17:30:32.828,0.000158,,-0.000057,,0,2263,225,209,512,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,stop,stop,2288,918,OpenCode,M1,false
gen-1786815028-Tn7rM2wMQMNdbRVplAzY,2026-08-15 17:30:28.482,0.001118,,-0.008142,,0,73828,317,54,72704,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,4266,2106,OpenCode,M1,false
gen-1786815023-gsmk23JEb73QxsuvPe8F,2026-08-15 17:30:23.162,0.001189,,-0.007913,,0,72889,491,61,70656,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,5021,2223,OpenCode,M1,false
gen-1786815009-YyyT8wEw8I6Bnj5eB9AP,2026-08-15 17:30:09.105,0.001418,,-0.007569,,0,70987,1882,1370,67584,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,13857,2293,OpenCode,M1,false
gen-1786814992-g5tbn1aWQOEBSzW5Cf0J,2026-08-15 17:29:52.836,0.001553,,-0.00711,,0,68430,2501,2245,63488,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,16048,1819,OpenCode,M1,false
gen-1786814989-FlUnX1AJEgiLQr4eDfVW,2026-08-15 17:29:49.138,0.001218,,-0.00711,,0,67909,324,57,63488,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,3233,1749,OpenCode,M1,false
gen-1786814969-5C1Ln4We08nZXYr6SQGo,2026-08-15 17:29:29.516,0.001568,,-0.006766,,0,64178,3510,3007,60416,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,19298,1658,OpenCode,M1,false
gen-1786814951-d1CzkJTTZFuFpTbjM2fv,2026-08-15 17:29:11.341,0.001315,,-0.006709,,0,60969,3067,2765,59904,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,17840,1403,OpenCode,M1,false
gen-1786814947-CLDKt8RGFD9bmzwWheGx,2026-08-15 17:29:07.860,0.001046,,-0.006365,,0,59925,399,58,56832,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,2977,1320,OpenCode,M1,false
gen-1786814941-m4ttfpVNcavDNVEmSm7I,2026-08-15 17:29:01.441,0.001061,,-0.006078,,0,56868,1015,672,54272,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,6134,1675,OpenCode,M1,false
gen-1786814931-QVgS25NrEsjzkFQtBZ4v,2026-08-15 17:28:51.494,0.001063,,-0.005963,,0,55087,1504,1216,53248,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,9542,1338,OpenCode,M1,false
gen-1786814920-AywtTdYNxHja4UbyXNHT,2026-08-15 17:28:40.311,0.001139,,-0.005505,,0,53520,1205,943,49152,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,8494,1520,OpenCode,M1,false
gen-1786814911-gJkg24TM4MH0wxTeUrSU,2026-08-15 17:28:31.521,0.001076,,-0.000229,,0,17288,18,0,2048,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,stop,stop,1509,1284,OpenCode,M1,false
gen-1786814909-YF9QYpE6x9uiY2UqQ3bm,2026-08-15 17:28:29.773,0.00099,,-0.005447,,0,49997,1677,1495,48640,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,10322,1593,OpenCode,M1,false
gen-1786814909-SoGKpTIb3A8z391JlqQ5,2026-08-15 17:28:29.737,0.001084,,-0.000229,,0,17105,170,0,2048,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,1555,1418,OpenCode,M1,false
gen-1786814902-X8I7gxWVyYOiOUDypXfu,2026-08-15 17:28:22.938,0.000972,,-0.00516,,0,48892,1075,796,46080,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,6659,1339,OpenCode,M1,false
gen-1786814895-o6QUzw4QLZOKicqMuuVy,2026-08-15 17:28:15.845,0.000343,,-0.002064,,0,19648,55,0,18432,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,stop,stop,1357,1129,OpenCode,M1,false
gen-1786814891-eCTBnaJGGMnh7ejZONqt,2026-08-15 17:28:11.540,0.001302,,-0.000114,,0,19380,213,24,1024,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,4103,1597,OpenCode,M1,false
gen-1786814890-wbnc0QBtoLgQ1gdadmQm,2026-08-15 17:28:10.410,0.001181,,-0.004702,,0,46607,2100,1853,41984,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,12284,1376,OpenCode,M1,false
gen-1786814877-yINHVZPuc0GiO9h5G2fT,2026-08-15 17:27:57.539,0.001038,,-0.004472,,0,42829,2130,1866,39936,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,12628,1863,OpenCode,M1,false
gen-1786814867-Wp41r77sNjd1stWJjqWZ,2026-08-15 17:27:47.658,0.000959,,-0.004243,,0,40843,1729,1434,37888,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,9593,1272,OpenCode,M1,false
gen-1786814858-vf78q1RCg6MgRgGf5h3z,2026-08-15 17:27:38.473,0.000822,,-0.004186,,0,38847,1520,1081,37376,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,8890,1609,OpenCode,M1,false
gen-1786814852-IR84FHYMTjXwfdFX71DH,2026-08-15 17:27:32.414,0.000756,,-0.004014,,0,37611,1043,510,35840,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,5681,1190,OpenCode,M1,false
gen-1786814847-8fLAiTTg4Sez3KdrZ3dh,2026-08-15 17:27:27.419,0.000827,,-0.00367,,0,36571,855,534,32768,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,4808,989,OpenCode,M1,false
gen-1786814843-6NjZQNaWYjte4NX9EAc5,2026-08-15 17:27:23.106,0.000767,,-0.003325,,0,33753,599,224,29696,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,4130,1640,OpenCode,M1,false
gen-1786814838-el4n91ZkgnW39jSIL0aj,2026-08-15 17:27:18.817,0.000534,,-0.003268,,0,29785,680,280,29184,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,4086,1031,OpenCode,M1,false
gen-1786814828-VSMOpU8yOALraGnCVUoH,2026-08-15 17:27:08.148,0.000546,,-0.003096,,0,29185,451,157,27648,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,2889,1194,OpenCode,M1,false
gen-1786814824-mRZ5wimiSvgPtYJ5Ug0O,2026-08-15 17:27:04.360,0.001092,,-0.001835,,0,28016,508,308,16384,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,3600,1126,OpenCode,M1,false
gen-1786814819-GydCpqCQrs6pAPGy6Z7X,2026-08-15 17:26:59.148,0.000578,,-0.001261,,0,16591,423,272,11264,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,4880,2666,OpenCode,M1,false
gen-1786814816-kKMAec033m3pbGWOrdIR,2026-08-15 17:26:56.594,0.00095,,-0.000114,,0,14146,265,219,1024,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,2241,1081,OpenCode,M1,false
gen-1786814786-pTXZnUAxvVHFU46ctHqw,2026-08-15 17:26:26.930,0.000302,,-0.002064,,0,18981,87,0,18432,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,stop,stop,1307,984,OpenCode,M1,false
gen-1786814784-PKW5N622qyVo06NlSex6,2026-08-15 17:26:24.291,0.000308,,-0.002064,,0,18695,274,136,18432,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,2388,1215,OpenCode,M1,false
gen-1786814780-mvQVjZ1Dx3zPtYRFafiZ,2026-08-15 17:26:20.645,0.000292,,-0.002035,,0,18495,158,30,18176,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,3486,2737,OpenCode,M1,false
gen-1786814778-GSwcXy37KIiYRKwCUOmN,2026-08-15 17:26:18.837,0.001153,,-0.000229,,0,18223,114,21,2048,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,1512,1181,OpenCode,M1,false
gen-1786814737-sntBnmsPDXwrJNnlGEJq,2026-08-15 17:25:37.842,0.000301,,-0.001921,,0,17706,208,97,17152,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,stop,stop,2164,1014,OpenCode,M1,false
gen-1786814734-Zd2hYOq1hVeWfzy6TQH9,2026-08-15 17:25:34.326,0.000421,,-0.001662,,0,17172,426,190,14848,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,2990,1685,OpenCode,M1,false
gen-1786814732-MhbsRxhpWIQu8iiwsnXF,2026-08-15 17:25:32.156,0.000303,,-0.001548,,0,14924,277,95,13824,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,1921,904,OpenCode,M1,false
gen-1786814730-WTl4RDGR2Q2HPe1Lm3rj,2026-08-15 17:25:30.361,0.000355,,-0.00129,,0,14065,168,71,11520,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,1480,838,OpenCode,M1,false
gen-1786814728-EkG04IZI8OwsC0f9vF48,2026-08-15 17:25:28.634,0.000771,,-0.000114,,0,11764,148,100,1024,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,1524,884,OpenCode,M1,false
gen-1786814728-WAu5lgScNuNjZxeiEOz1,2026-08-15 17:25:28.528,0.000046,,-0.000057,,0,906,91,85,512,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,stop,stop,1680,1205,OpenCode,M1,false
gen-1786814681-xpkQNBfOld7scgDuAACm,2026-08-15 17:24:41.177,0.000258,,-0.001835,,0,16808,33,9,16384,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,stop,stop,1378,1313,OpenCode,M1,false
gen-1786814679-yziNrrDf59DxVWeAnKlX,2026-08-15 17:24:39.467,0.001051,,-0.000229,,0,16623,173,0,2048,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,tool_calls,tool_calls,1400,973,OpenCode,M1,false
